OrgNr,PeOrgNr,Företagsnamn,Firma,Juridisk form,Privat/Publikt,Registreringsdatum,Startdatum,Slutdatum,Bolagsstatus,Företagsstatus,Bransch_1,"Bransch_1, kod",Säteskommun,Säteslän,ARegion,PostAdress,PostNr,PostOrt,E-post,Telefon,Fskattstatus,Momsstatus,Arbetsgivarstatus,Storleksklass SME,Utskick,Reklam
8909215629,198909215629,"Modolo, Bryanna Louise",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Turist- och bokningsverksamhet,79900,Vadstena,Östergötland,Mjölby/Motala,KLOSTERLEDSGATAN 11 B LGH 1001,592 32,VADSTENA,,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
8910047581,198910047581,"Scherp, Moa",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Grafisk design och visuell kommunikation,74120,Stockholm,Stockholm,Stockholm/Södertälje,ROSLAGSGATAN 11  LGH 1201,113 55,STOCKHOLM,,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
8910051658,198910051658,"Andersson, Andreas",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Allmän service och reparation av motorfordon utom motorcyklar,95311,Eskilstuna,Södermanland,Eskilstuna,LILLSTIGEN 4,635 36,ÄRLA,,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
8911011461,198911011461,"Hallman, Nathalie",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Annat konstnärligt skapande,90130,Stockholm,Stockholm,Stockholm/Södertälje,TJÄRHOVSGATAN 5  LGH 1202,116 21,STOCKHOLM,,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
8911187048,198911187048,"Wallin, Amanda",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Stödverksamhet avseende husdjursskötsel,01620,Fagersta,Västmanland,Fagersta,KYRKBÅTSVÄGEN 17,737 91,FAGERSTA,,,Är registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
8911230046,198911230046,"Kringstad, Hanne",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Skogsförvaltning,02101,Falun,Dalarna,Borlänge/Falun,LARSARVET 54,790 20,GRYCKSBO,,,Har aldrig varit registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
8912013631,198912013631,"Ahmad, Ahmad",Nordonex,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Allmän service och reparation av motorfordon utom motorcyklar,95311,Nybro,Kalmar,Kalmar/Nybro,ÄLVSTIGEN 19,382 37,NYBRO,nordic.drive.pro@gmail.com,,Är registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
8912745356,198912745356,"Stracar, Patrik",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Elinstallationer,43210,Kommunkod saknas,Län okänd,A-region okänd,HANTVERKARGATAN 33,803 23,GÄVLE,,,Är registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
9340125815,169340125815,GUNNARSGÅRDEN SPANNMÅL,,Enkla bolag,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Okänd,00000,Lidköping,Västra Götaland,Lidköping/Skara,LAVAD BOTORP ÄNGEN 1,530 30,TUN,,,Har aldrig varit registrerad för F-skatt,Är registrerad för moms via representant,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
9340125823,169340125823,SÖRGÅRDENS LANTBRUK,,Enkla bolag,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Okänd,00000,Falköping,Västra Götaland,Falköping,BORGUNDA SÖRGÅRDEN 2,521 62,STENSTORP,,,Har aldrig varit registrerad för F-skatt,Är registrerad för moms via representant,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
9340125831,169340125831,GÅSABO 1:18,,Enkla bolag,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Okänd,00000,Torsås,Kalmar,Kalmar/Nybro,ELLEDALSGATAN 7 C LGH 1202,385 31,TORSÅS,,,Har aldrig varit registrerad för F-skatt,Är registrerad för moms via representant,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
9340125849,169340125849,RÖSSEL FÖRVALTNING,,Enkla bolag,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Okänd,00000,Halmstad,Halland,Halmstad,ARNARP 399,305 94,HALMSTAD,,,Har aldrig varit registrerad för F-skatt,Är registrerad för moms via representant,Är registrerad som arbetsgivare via representant,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
9340125856,169340125856,GUNNAR OCH CHRISTER FRIBERG,,Enkla bolag,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Okänd,00000,Essunga,Västra Götaland,Lidköping/Skara,ESSUNGA ERSTORP 430,465 94,NOSSEBRO,,,Har aldrig varit registrerad för F-skatt,Är registrerad för moms via representant,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
9340125864,169340125864,IGELSTA GRIS,,Enkla bolag,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Okänd,00000,Västerås,Västmanland,Västerås,TILLBERGA IGELSTA 2,725 95,VÄSTERÅS,,,Har aldrig varit registrerad för F-skatt,Är registrerad för moms via representant,Är registrerad som arbetsgivare via representant,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
9340125872,169340125872,KLOCKARGÅRD 4:5,,Enkla bolag,Ej aktiebolag,2026-04-07,2026-04-13,,Normalläge,Är verksam,Okänd,00000,Vetlanda,Jönköping,Eksjö/Nässjö/Vetlanda,SLAGERYD ÖSTERGÅRD 33,574 75,KORSBERGA,,,Har aldrig varit registrerad för F-skatt,Är registrerad för moms via representant,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
9698044451,169698044451,Adelswärd Clothing Handelsbolag,,"Handelsbolag, kommanditbolag",Ej aktiebolag,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Västerås,Västmanland,Västerås,POSEIDONGATAN 3,723 57,VÄSTERÅS,Seanedenp@gmail.com,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
9698044469,169698044469,RusseNights Handelsbolag,,"Handelsbolag, kommanditbolag",Ej aktiebolag,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Täby,Stockholm,Stockholm/Södertälje,RUNBORGSVÄGEN 39,187 72,TÄBY,,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
9698044477,169698044477,Souban och Aiman Mat Handelsbolag,,"Handelsbolag, kommanditbolag",Ej aktiebolag,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Östersund,Jämtland,Östersund,BERGSGATAN 2 C LGH 1002 FRÖSÖN,832 41,FRÖSÖN,chaudhrysouban786@gmail.com,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
9698044485,169698044485,Måns & Eriks Terrasstvätt Handelsbolag,,"Handelsbolag, kommanditbolag",Ej aktiebolag,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Vellinge,Skåne,Malmö/Lund/Trelleborg,MÖLLEVÄGEN 25 F,236 31,HÖLLVIKEN,mans.hagglof@icloud.com,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
9698044493,169698044493,Handelsbolag Lettonia,,"Handelsbolag, kommanditbolag",Ej aktiebolag,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Bengtsfors,Västra Götaland,Säffle/Åmål,HÖGSVÄGEN 14  HARALDS FELDMANIS,666 41,BILLINGSFORS,h.feldman1711@gmail.com,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
9698044501,169698044501,KINGS nällevad Handelsbolag,,"Handelsbolag, kommanditbolag",Ej aktiebolag,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Skurup,Skåne,Ystad/Simrishamn,LÖNNVÄGEN 4,274 31,SKURUP,,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
9698044519,169698044519,JL Ekonomitjänst Kommanditbolag,,"Handelsbolag, kommanditbolag",Ej aktiebolag,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Hylte,Halland,Halmstad,KVARNVÄGEN 10,314 31,HYLTEBRUK,janetta.lonnberg@hotmail.com,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
9698044527,169698044527,AAS Services Handelsbolag,,"Handelsbolag, kommanditbolag",Ej aktiebolag,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Uppsala,Uppsala,Uppsala,BRUNO LILJEFORSGATAN 57  LGH 1404,754 29,UPPSALA,Sheikazeem000@gmail.com,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
9002051473,199002051473,"Berglund, Roger",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Beläggning och överdragning av metall,25510,Umeå,Västerbotten,Umeå,TALLSTIGEN 7,918 31,SÄVAR,Roger@lube-tools.se,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
9003141448,199003141448,"Hansson, Tekla",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Lokalvård,81210,Kalix,Norrbotten,Haparanda/Kalix,SVEDJEVÄGEN 8,952 50,KALIX-NYBORG,,,Är registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
9003155588,199003155588,"Al Ghoul, Fatima Fayez",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Detaljhandel med frukt och grönsaker,47210,Stockholm,Stockholm,Stockholm/Södertälje,IDHOLMSVÄGEN 21  LGH 1202,127 47,SKÄRHOLMEN,,,Är registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
9003310290,199003310290,"Laokhot, Pakhiya",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Annan övrig hälso- och sjukvård,86999,Emmaboda,Kalmar,Kalmar/Nybro,FOGDEGATAN 12,361 32,EMMABODA,,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
9004305596,199004305596,"Orrhult, Filip",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Ljudinspelning och musikutgivning,59200,Göteborg,Västra Götaland,Göteborg,LILLA TUNNLANDSGATAN 5  LGH 1305,414 77,GÖTEBORG,,,Är registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
9005023933,199005023933,"Gunnarsson, Alexander",,Fysiska personer,Ej aktiebolag,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Härryda,Västra Götaland,Göteborg,RANDÅSVÄGEN 10,449 50,ALAFORS,,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Är registrerad som privatarbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
9005251351,199005251351,"Widenberg, Alexander",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Redovisning och bokföring; skatterådgivning,69201,Karlskoga,Örebro,Karlskoga,BJÄLLERVÄGEN 5,691 42,KARLSKOGA,,,Är registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
9006149208,199006149208,"Petrova, Alina",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Grafisk design och visuell kommunikation,74120,Sollentuna,Stockholm,Stockholm/Södertälje,VÄSJÖPROMENADEN 17  LGH 1201,192 48,SOLLENTUNA,,,Är registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
9006214606,199006214606,"Eidvall, Maria",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Odling av grönsaker (köksväxter) på friland,01133,Trosa,Södermanland,Nyköping,NORAVÄGEN UPPBRINK,619 94,VAGNHÄRAD,,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
9007036453,199007036453,"Louisa, Alexander",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Arrangemang av kongresser och mässor,82300,Malmö,Skåne,Malmö/Lund/Trelleborg,HYLLIE ALLÉ 2 S BV,215 36,MALMÖ,,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
9007212906,199007212906,"Berntsson, Sofia",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,"Dagspa, bastu och ångbastu",96230,Kungälv,Västra Götaland,Göteborg,HÄLJERÖD 555,442 96,KODE,,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
9009143430,199009143430,"Gustavsson, Ghert",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Reparation och underhåll av maskiner,33120,Ulricehamn,Västra Götaland,Borås,SÖRUDDEN 102,565 93,MULLSJÖ,,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
9009250169,199009250169,"Mukhammad, Zainab",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Skönhetsvård och andra skönhetsbehandlingar,96220,Helsingborg,Skåne,Helsingborg/Landskrona,NÄRLUNDAVÄGEN 11  LGH 1804,252 75,HELSINGBORG,,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
9010012426,199010012426,"McInerney, Clare",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Litterärt skapande och musikkomposition,90110,Stockholm,Stockholm,Stockholm/Södertälje,RINGVÄGEN 103 A LGH 1305,118 60,STOCKHOLM,,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
9010074152,199010074152,"Gustafsson, Tomas",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Dataprogrammering,62100,Forshaga,Värmland,Karlstad,BRÄNSLAVÄGEN 12,667 30,FORSHAGA,,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
9010160530,199010160530,"Malmberg, Filip",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Mark- och grundarbeten,43120,Ale,Västra Götaland,Göteborg,DAMMEN 140,449 36,NÖDINGE,,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
9011143089,199011143089,"Andersson, Sofia",,Fysiska personer,Ej aktiebolag,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Landskrona,Skåne,Helsingborg/Landskrona,DUVSTIGEN 20,261 41,LANDSKRONA,,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Är registrerad som privatarbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
9011164432,199011164432,"Krüger, Pontus",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Byggande av bostadshus och andra byggnader,41000,Österåker,Stockholm,Stockholm/Södertälje,SPORRSTIGEN 7 A,184 94,ÅKERSBERGA,,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
9012103991,199012103991,"Al-Zabee, Ahmed",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,"Uthyrning och förvaltning av egna eller arrenderade, andra lokaler",68203,Skellefteå,Västerbotten,Skellefteå,BOLIDENGATAN 35,932 32,SKELLEFTEHAMN,,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
9012138120,199012138120,"Dimasi, Rokhsar",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Okänd,00000,Västerås,Västmanland,Västerås,GRANSÅNGARGATAN 33,724 71,VÄSTERÅS,,,Är registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
9101085026,199101085026,"Pan, Yijia",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Översättning och tolkning,74300,Stockholm,Stockholm,Stockholm/Södertälje,ÅGESTA BROVÄG 40  LGH 1101,123 50,FARSTA,,,Är registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
9102162147,199102162147,"Ronström, Sofia",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Uthyrning och förvaltning av egna eller arrenderade bostäder,68201,Heby,Uppsala,Sala,YTTERSÄVNE 509  VÄSTERGÅRDEN,744 91,HEBY,,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
